THEFT_ID,ART_DES_FAHRRADS,SCHADENSHOEHE,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR
22859,Fahrrad,2593,01.06.2022,17,01.06.2022,19,1100206
22860,Mountainbike,1499,02.06.2022,21,02.06.2022,21,2300418
22861,Herrenfahrrad,2383,02.06.2022,19,02.06.2022,19,4400832
22862,Herrenfahrrad,900,02.06.2022,23,03.06.2022,10,3601452
22863,Kinderfahrrad,429,01.06.2022,18,02.06.2022,8,7100102
22864,Herrenfahrrad,250,01.06.2022,18,03.06.2022,13,1300731
22865,Fahrrad,749,02.06.2022,14,02.06.2022,18,1100311
22866,Herrenfahrrad,3000,01.06.2022,15,03.06.2022,7,12601133
22867,Damenfahrrad,379,02.06.2022,19,03.06.2022,7,2200213
22868,Rennrad,1000,30.05.2022,22,02.06.2022,20,3601453
22869,Damenfahrrad,2599,31.05.2022,16,03.06.2022,9,10100209
22870,Herrenfahrrad,2000,01.06.2022,18,03.06.2022,12,5100104
22871,Fahrrad,516,02.06.2022,20,03.06.2022,8,10300731
22872,Herrenfahrrad,430,01.06.2022,17,03.06.2022,13,7100103
22873,Damenfahrrad,1500,02.06.2022,17,03.06.2022,7,4400834
22874,Herrenfahrrad,300,01.06.2022,14,01.06.2022,19,8100206
22875,Damenfahrrad,521,02.06.2022,22,03.06.2022,6,10300731
22876,Kinderfahrrad,150,19.05.2022,8,19.05.2022,9,4501149
22877,Mountainbike,185,19.05.2022,21,20.05.2022,15,2200209
22878,Kinderfahrrad,85,20.05.2022,20,21.05.2022,9,1100313
22879,Herrenfahrrad,400,30.05.2022,16,30.05.2022,17,11501341
22880,Fahrrad,290,30.05.2022,18,31.05.2022,7,3701658
22881,Fahrrad,600,28.05.2022,12,28.05.2022,23,2100102
22882,Kinderfahrrad,650,28.05.2022,14,30.05.2022,15,2200213
22883,Herrenfahrrad,800,01.06.2022,16,02.06.2022,9,1100308
22884,Herrenfahrrad,1169,01.06.2022,21,02.06.2022,2,1200625
22885,Herrenfahrrad,1999,31.05.2022,20,01.06.2022,7,1100205
22886,Herrenfahrrad,450,02.06.2022,18,02.06.2022,21,1300836
22887,Damenfahrrad,1630,01.06.2022,19,02.06.2022,7,4400832
22888,Mountainbike,390,01.06.2022,15,02.06.2022,10,4200310
22889,Damenfahrrad,1150,01.06.2022,21,02.06.2022,11,4200311
22890,Herrenfahrrad,600,03.05.2022,15,04.05.2022,18,2500833
22891,Herrenfahrrad,1000,28.05.2022,13,29.05.2022,10,1100308
22892,Mountainbike,649,30.05.2022,22,31.05.2022,5,6100102
22893,Damenfahrrad,250,31.05.2022,10,31.05.2022,19,3400826
22894,Herrenfahrrad,1000,31.05.2022,21,01.06.2022,18,1400939
22895,Damenfahrrad,249,23.05.2022,14,23.05.2022,17,7501134
22896,Damenfahrrad,490,29.05.2022,15,31.05.2022,18,1100415
22897,Fahrrad,699,01.06.2022,9,01.06.2022,10,12500824
22898,Damenfahrrad,2989,31.05.2022,15,02.06.2022,18,5200528
22899,Herrenfahrrad,855,01.06.2022,9,01.06.2022,13,4300621
22900,Herrenfahrrad,635,02.06.2022,20,02.06.2022,21,3100103
22901,Kinderfahrrad,615,31.05.2022,15,31.05.2022,16,6400735
22902,Damenfahrrad,920,31.05.2022,19,31.05.2022,22,1300732
22903,Fahrrad,1000,01.06.2022,23,01.06.2022,23,4400726
22904,Herrenfahrrad,789,01.06.2022,22,02.06.2022,6,11501341
22905,Damenfahrrad,800,01.06.2022,18,02.06.2022,0,7400824
22906,Damenfahrrad,500,01.06.2022,18,01.06.2022,19,2200213
22907,Damenfahrrad,400,24.05.2022,7,24.05.2022,8,2400522
22908,Mountainbike,330,01.06.2022,17,02.06.2022,7,1401044
22909,Damenfahrrad,849,01.06.2022,20,01.06.2022,22,3701555
22910,Damenfahrrad,550,01.06.2022,23,02.06.2022,10,7100206
22911,Herrenfahrrad,800,02.06.2022,11,02.06.2022,14,2100106
22912,Herrenfahrrad,800,02.06.2022,5,02.06.2022,5,7100103
22913,Damenfahrrad,398,01.06.2022,17,02.06.2022,5,9200717
22914,Herrenfahrrad,850,31.05.2022,19,01.06.2022,6,2200208
22915,Herrenfahrrad,1299,01.06.2022,18,02.06.2022,10,2500834
22916,Herrenfahrrad,1100,01.06.2022,12,01.06.2022,14,4300622
22917,Herrenfahrrad,330,01.06.2022,22,02.06.2022,13,8100103
22918,Fahrrad,500,01.06.2022,22,01.06.2022,22,8100520
22919,Herrenfahrrad,388,01.06.2022,21,01.06.2022,22,2400625
22920,Damenfahrrad,768,29.05.2022,18,31.05.2022,16,6300526
22921,Herrenfahrrad,550,01.06.2022,22,02.06.2022,7,6300526
22922,Herrenfahrrad,200,01.06.2022,21,02.06.2022,8,3300411
22923,Mountainbike,750,01.06.2022,22,02.06.2022,7,11401032
22924,Herrenfahrrad,1329,01.06.2022,17,02.06.2022,8,1200629
22925,Herrenfahrrad,1369,30.05.2022,17,30.05.2022,18,7200307
22926,Kinderfahrrad,165,30.05.2022,15,01.06.2022,7,4501044
22927,Damenfahrrad,4399,02.06.2022,11,02.06.2022,11,1400938
22928,Damenfahrrad,399,01.06.2022,19,01.06.2022,21,9200715
22929,Damenfahrrad,500,30.05.2022,16,30.05.2022,18,3601244
22930,Damenfahrrad,300,15.05.2022,1,15.05.2022,1,5100314
22931,Damenfahrrad,899,01.06.2022,17,02.06.2022,9,4200311
22932,Fahrrad,2799,01.06.2022,10,02.06.2022,17,4400834
22933,Herrenfahrrad,2971,02.06.2022,18,02.06.2022,19,4300623
22934,Herrenfahrrad,599,31.05.2022,15,31.05.2022,17,9100101
22935,Damenfahrrad,650,02.06.2022,8,02.06.2022,18,4400832
22936,Damenfahrrad,2838,01.06.2022,10,01.06.2022,15,4501043
22937,Damenfahrrad,599,25.05.2022,18,28.05.2022,11,7300619
22938,Herrenfahrrad,400,31.05.2022,19,01.06.2022,10,2300316
22939,Kinderfahrrad,150,02.06.2022,3,02.06.2022,3,8100521
22940,Fahrrad,1700,08.05.2022,17,09.05.2022,8,5300841
22941,Damenfahrrad,1919,01.06.2022,8,02.06.2022,15,2400522
22942,Damenfahrrad,1219,02.06.2022,13,02.06.2022,17,2500835
22943,Kinderfahrrad,349,25.05.2022,17,26.05.2022,10,8100417
22944,Herrenfahrrad,900,01.06.2022,19,01.06.2022,23,4300624
22945,Herrenfahrrad,498,01.06.2022,20,02.06.2022,6,3300411
22946,Fahrrad,3438,30.05.2022,20,02.06.2022,7,1200522
22947,Herrenfahrrad,650,19.05.2022,22,20.05.2022,9,2400522
22948,Damenfahrrad,240,31.05.2022,23,01.06.2022,7,8200623
22949,Damenfahrrad,360,01.06.2022,8,01.06.2022,16,10200630
22950,Damenfahrrad,899,02.06.2022,19,02.06.2022,21,2100104
22951,Herrenfahrrad,500,27.05.2022,17,27.05.2022,18,1200520
22952,Damenfahrrad,378,25.05.2022,14,25.05.2022,19,1300836
22953,Kinderfahrrad,161,30.05.2022,14,31.05.2022,15,4300623
22954,Damenfahrrad,400,31.05.2022,15,01.06.2022,12,3200309
22955,Herrenfahrrad,1900,31.05.2022,20,31.05.2022,23,6300526
22956,Herrenfahrrad,511,01.06.2022,15,02.06.2022,8,2400520
22957,Fahrrad,3017,01.06.2022,16,02.06.2022,16,4400834
22958,diverse Fahrräder,1500,30.05.2022,20,30.05.2022,20,4300623
22959,Herrenfahrrad,1084,02.06.2022,10,02.06.2022,13,1300836
22960,Herrenfahrrad,930,02.06.2022,16,02.06.2022,17,1100311
22961,diverse Fahrräder,300,02.06.2022,0,02.06.2022,0,12400722
22962,Herrenfahrrad,664,02.06.2022,14,02.06.2022,15,6300526
22963,Fahrrad,1,01.06.2022,20,01.06.2022,20,1100207
22964,Damenfahrrad,900,30.05.2022,18,31.05.2022,9,8100416
22965,Damenfahrrad,424,02.06.2022,11,02.06.2022,12,5300841
22966,Fahrrad,1686,02.06.2022,14,02.06.2022,18,4300622
22967,Herrenfahrrad,580,01.06.2022,16,02.06.2022,16,11501341
22968,Herrenfahrrad,500,31.05.2022,20,01.06.2022,9,1100205
22969,Herrenfahrrad,300,01.06.2022,11,01.06.2022,14,4300622
22970,Damenfahrrad,299,29.05.2022,18,30.05.2022,12,11400930
22971,Herrenfahrrad,949,29.05.2022,18,30.05.2022,12,11400930
22972,Rennrad,290,31.05.2022,21,01.06.2022,14,8100206
22973,Damenfahrrad,450,31.05.2022,18,31.05.2022,21,7300619
22974,Fahrrad,1171,30.05.2022,21,30.05.2022,21,4300624
22975,Damenfahrrad,659,30.05.2022,20,31.05.2022,7,9200715
22976,Herrenfahrrad,1800,31.05.2022,23,01.06.2022,10,8200623
22977,Damenfahrrad,1499,31.05.2022,12,31.05.2022,18,1100308
22978,Damenfahrrad,3629,31.05.2022,10,31.05.2022,16,9200715
22979,Herrenfahrrad,900,31.05.2022,21,01.06.2022,0,7200412
22980,Fahrrad,100,25.05.2022,14,25.05.2022,15,8100206
22981,Fahrrad,1500,16.05.2022,1,16.05.2022,10,8100103
22982,Herrenfahrrad,300,31.05.2022,20,31.05.2022,23,4501150
22983,Herrenfahrrad,548,31.05.2022,19,01.06.2022,6,9502042
22984,Fahrrad,700,31.05.2022,14,01.06.2022,11,8100417
22985,Herrenfahrrad,380,01.06.2022,8,01.06.2022,16,6300631
22986,Mountainbike,640,29.05.2022,18,30.05.2022,9,3601243
22987,Fahrrad,900,01.06.2022,19,01.06.2022,21,2100106
22988,Herrenfahrrad,300,16.05.2022,8,16.05.2022,14,3400826
22989,Herrenfahrrad,300,31.05.2022,18,01.06.2022,19,2200210
22990,Fahrrad,690,31.05.2022,18,01.06.2022,13,1400938
22991,Herrenfahrrad,799,07.05.2022,17,08.05.2022,8,9200511
22992,Herrenfahrrad,1022,31.05.2022,19,01.06.2022,7,4501149
22993,Damenfahrrad,150,31.05.2022,9,31.05.2022,20,8100417
22994,Herrenfahrrad,1699,01.06.2022,12,01.06.2022,17,1200623
22995,Fahrrad,1899,31.05.2022,19,01.06.2022,9,4500937
22996,Damenfahrrad,600,01.06.2022,9,01.06.2022,20,1100206
22997,diverse Fahrräder,230,30.05.2022,8,31.05.2022,22,1300836
22998,Fahrrad,1000,31.05.2022,17,31.05.2022,18,1400942
22999,Damenfahrrad,799,31.05.2022,5,31.05.2022,14,1300835
23000,Mountainbike,2800,01.06.2022,9,01.06.2022,10,12500824
23001,diverse Fahrräder,1600,25.05.2022,15,25.05.2022,21,6300526
23002,Rennrad,389,29.05.2022,12,30.05.2022,19,2500833
23003,Damenfahrrad,499,01.06.2022,16,01.06.2022,17,6300526
23004,Damenfahrrad,350,01.06.2022,7,01.06.2022,15,4501146
23005,Mountainbike,4500,01.06.2022,20,01.06.2022,20,2500833
23006,Herrenfahrrad,590,31.05.2022,12,01.06.2022,18,4501045
23007,Herrenfahrrad,300,19.05.2022,20,20.05.2022,7,3400721
23008,Herrenfahrrad,1000,30.05.2022,10,31.05.2022,15,4300623
23009,Kinderfahrrad,574,12.05.2022,18,13.05.2022,8,6400737
23010,Fahrrad,300,31.05.2022,14,31.05.2022,16,4300623
23011,Herrenfahrrad,1820,26.05.2022,21,27.05.2022,10,4300620
23012,Damenfahrrad,388,27.05.2022,19,28.05.2022,1,2300417
23013,Herrenfahrrad,500,01.06.2022,8,01.06.2022,17,11200514
23014,Fahrrad,500,01.06.2022,12,01.06.2022,12,1401044
23015,Damenfahrrad,300,31.05.2022,22,01.06.2022,9,1100313
23016,Herrenfahrrad,1100,31.05.2022,15,31.05.2022,18,5300841
23017,Herrenfahrrad,1000,31.05.2022,18,31.05.2022,22,3601243
23018,Damenfahrrad,200,30.05.2022,17,01.06.2022,10,6400841
23019,Herrenfahrrad,879,31.05.2022,19,01.06.2022,9,1300835
23020,Herrenfahrrad,2200,01.06.2022,7,01.06.2022,16,7400927
23021,Herrenfahrrad,538,01.06.2022,7,01.06.2022,16,12500824
23022,diverse Fahrräder,5500,31.05.2022,18,01.06.2022,17,10100210
23023,Damenfahrrad,1200,01.06.2022,8,01.06.2022,18,3400723
23024,Herrenfahrrad,250,01.06.2022,12,01.06.2022,14,1100308
23025,Herrenfahrrad,300,19.05.2022,20,20.05.2022,7,3400721
23026,Damenfahrrad,558,01.06.2022,19,01.06.2022,22,6100103
23027,Herrenfahrrad,739,26.05.2022,10,26.05.2022,22,9200613
23028,Damenfahrrad,1398,31.05.2022,19,01.06.2022,10,1200519
23029,Fahrrad,839,31.05.2022,15,31.05.2022,18,3601348
23030,Herrenfahrrad,1499,31.05.2022,21,01.06.2022,11,7200414
23031,Damenfahrrad,600,27.05.2022,20,30.05.2022,16,3601243
23032,Herrenfahrrad,180,01.06.2022,19,01.06.2022,20,2200213
23033,Kinderfahrrad,410,31.05.2022,19,01.06.2022,7,2100104
23034,Herrenfahrrad,1500,31.05.2022,22,01.06.2022,8,3601142
23035,Herrenfahrrad,400,31.05.2022,11,31.05.2022,18,7100101
23036,Mountainbike,50,01.06.2022,10,01.06.2022,10,1401043
23037,Fahrrad,229,31.05.2022,14,31.05.2022,15,2200212
23038,Mountainbike,1779,01.06.2022,8,01.06.2022,14,1100207
23039,Herrenfahrrad,787,30.05.2022,14,30.05.2022,19,1200623
23040,Damenfahrrad,290,31.05.2022,17,01.06.2022,10,5200525
23041,Fahrrad,430,29.05.2022,20,31.05.2022,16,8100417
23042,Damenfahrrad,2750,01.06.2022,17,01.06.2022,17,3400722
23043,Damenfahrrad,799,30.05.2022,8,30.05.2022,12,5100314
23044,Damenfahrrad,523,30.05.2022,13,30.05.2022,19,3601142
23045,Fahrrad,2000,28.05.2022,10,28.05.2022,10,8100207
23046,Fahrrad,2000,31.03.2022,17,31.03.2022,17,8100206
23047,Damenfahrrad,1200,30.05.2022,9,30.05.2022,23,1401043
23048,Damenfahrrad,510,26.05.2022,19,27.05.2022,11,1300834
23049,Fahrrad,1,31.05.2022,10,31.05.2022,10,3601453
23050,Fahrrad,2000,09.05.2022,22,09.05.2022,22,8100520
23051,Fahrrad,2000,06.04.2022,14,06.04.2022,15,8100520
23052,Fahrrad,2000,04.04.2022,21,04.04.2022,22,8100520
23053,Damenfahrrad,346,30.05.2022,18,30.05.2022,23,3400826
23054,Herrenfahrrad,320,20.05.2022,18,21.05.2022,7,6300631
23055,Fahrrad,1,18.05.2022,17,18.05.2022,18,12100205
23056,Herrenfahrrad,880,20.05.2022,17,23.05.2022,10,9401433
23057,Damenfahrrad,799,30.05.2022,16,31.05.2022,8,5100315
23058,Damenfahrrad,561,31.05.2022,10,31.05.2022,11,1100416
23059,Damenfahrrad,1599,31.05.2022,15,31.05.2022,17,5200629
23060,Herrenfahrrad,3500,31.05.2022,15,31.05.2022,17,2100101
23061,Damenfahrrad,1270,31.05.2022,17,31.05.2022,19,1100102
23062,Herrenfahrrad,390,30.05.2022,17,31.05.2022,8,2100101
23063,Herrenfahrrad,1100,30.05.2022,21,31.05.2022,6,6100102
23064,Herrenfahrrad,644,30.05.2022,13,30.05.2022,17,6300526
23065,Herrenfahrrad,689,28.05.2022,20,28.05.2022,22,10400940
23066,Herrenfahrrad,699,28.05.2022,14,28.05.2022,22,9501736
23067,Damenfahrrad,694,25.05.2022,16,28.05.2022,10,6100206
23068,Herrenfahrrad,400,31.05.2022,16,31.05.2022,18,2300314
23069,Fahrrad,2100,31.05.2022,10,31.05.2022,10,8100206
23070,Fahrrad,1150,30.05.2022,19,30.05.2022,20,1100206
23071,Damenfahrrad,1040,27.05.2022,15,30.05.2022,8,4501044
23072,Herrenfahrrad,552,30.05.2022,6,30.05.2022,21,8301037
23073,Herrenfahrrad,669,29.05.2022,15,30.05.2022,18,1100104
23074,Fahrrad,2000,28.05.2022,15,28.05.2022,15,8100104
23075,Damenfahrrad,600,31.05.2022,12,31.05.2022,12,3701555
23076,Fahrrad,999,22.05.2022,15,22.05.2022,17,2300315
23077,Damenfahrrad,500,29.05.2022,21,30.05.2022,8,3601142
23078,Herrenfahrrad,400,23.05.2022,17,25.05.2022,19,4501153
23079,Damenfahrrad,500,17.05.2022,12,18.05.2022,12,7400826
23080,Damenfahrrad,559,31.05.2022,7,31.05.2022,15,10300733
23081,Mountainbike,800,28.05.2022,20,29.05.2022,17,3601142
23082,Fahrrad,2200,16.05.2022,17,16.05.2022,17,8100104
23083,Fahrrad,500,31.05.2022,17,31.05.2022,17,2500726
23084,Herrenfahrrad,1100,31.05.2022,6,31.05.2022,10,2500831
23085,Kinderfahrrad,299,18.05.2022,18,19.05.2022,15,12400616
23086,Herrenfahrrad,900,31.05.2022,8,31.05.2022,15,7400720
23087,Herrenfahrrad,1400,30.05.2022,18,31.05.2022,15,2400521
23088,Fahrrad,799,30.05.2022,16,31.05.2022,17,6100103
23089,Herrenfahrrad,685,30.05.2022,19,31.05.2022,9,4400834
23090,Herrenfahrrad,458,28.05.2022,13,29.05.2022,13,7300517
23091,Damenfahrrad,500,30.05.2022,8,30.05.2022,18,2300418
23092,Mountainbike,819,30.05.2022,18,31.05.2022,8,2400522
23093,Herrenfahrrad,573,30.05.2022,7,30.05.2022,13,11501339
23094,Herrenfahrrad,609,30.05.2022,17,31.05.2022,11,7200307
23095,Fahrrad,500,22.05.2022,10,23.05.2022,16,4300517
23096,Herrenfahrrad,955,31.05.2022,10,31.05.2022,12,4501146
23097,Herrenfahrrad,849,30.05.2022,17,30.05.2022,19,1300835
23098,Herrenfahrrad,700,30.05.2022,19,31.05.2022,8,2200212
23099,Herrenfahrrad,940,30.05.2022,7,30.05.2022,8,2100106
23100,Damenfahrrad,350,31.05.2022,10,31.05.2022,18,1200625
23101,Damenfahrrad,1195,30.05.2022,21,31.05.2022,10,7200307
23102,Herrenfahrrad,600,29.05.2022,10,31.05.2022,18,8100206
23103,Damenfahrrad,250,29.05.2022,14,29.05.2022,19,3100103
23104,Herrenfahrrad,2832,31.05.2022,9,31.05.2022,10,4501150
23105,Fahrrad,350,27.05.2022,13,30.05.2022,8,4300412
23106,Fahrrad,375,30.05.2022,18,31.05.2022,7,5200423
23107,Damenfahrrad,150,17.05.2022,8,17.05.2022,17,7501133
23108,Fahrrad,2000,18.05.2022,13,18.05.2022,13,1200521
23109,Fahrrad,2000,11.04.2022,7,11.04.2022,22,8200622
23110,Damenfahrrad,3480,31.05.2022,13,31.05.2022,15,2400522
23111,Fahrrad,599,28.05.2022,21,29.05.2022,6,3100102
23112,Damenfahrrad,2500,27.05.2022,18,28.05.2022,15,4400834
23113,Damenfahrrad,850,23.05.2022,22,25.05.2022,6,1100309
23114,Mountainbike,386,27.05.2022,22,30.05.2022,9,10100102
23115,Herrenfahrrad,400,29.05.2022,10,30.05.2022,15,4501043
23116,Herrenfahrrad,1077,28.05.2022,17,28.05.2022,18,1100207
23117,Fahrrad,2000,30.05.2022,9,30.05.2022,9,8100207
23118,Herrenfahrrad,748,28.05.2022,19,30.05.2022,17,3601245
23119,Damenfahrrad,380,31.05.2022,9,31.05.2022,13,3601453
23120,Herrenfahrrad,600,30.05.2022,20,31.05.2022,9,7100102
23121,Herrenfahrrad,959,31.05.2022,14,31.05.2022,16,7601237
23122,Herrenfahrrad,438,30.05.2022,12,31.05.2022,18,1200520
23123,Fahrrad,1,31.05.2022,19,31.05.2022,19,1100310
23124,Herrenfahrrad,500,30.05.2022,18,31.05.2022,19,4400834
23125,Herrenfahrrad,792,27.05.2022,19,29.05.2022,11,8100418
23126,Herrenfahrrad,629,28.05.2022,23,31.05.2022,9,1401048
23127,Fahrrad,1600,28.05.2022,17,28.05.2022,18,4300620
23128,Herrenfahrrad,420,26.05.2022,12,28.05.2022,19,7200413
23129,Damenfahrrad,1250,28.05.2022,12,30.05.2022,12,4501043
23130,Herrenfahrrad,250,30.05.2022,12,30.05.2022,13,2100106
23131,Mountainbike,200,30.05.2022,3,30.05.2022,7,3100102
23132,Damenfahrrad,569,30.05.2022,8,30.05.2022,11,9200717
23133,Herrenfahrrad,80,26.05.2022,17,26.05.2022,18,8100311
23134,Damenfahrrad,600,28.05.2022,18,30.05.2022,7,2500834
23135,Herrenfahrrad,1500,30.05.2022,12,30.05.2022,13,1100311
23136,Herrenfahrrad,220,15.05.2022,15,15.05.2022,18,2400623
23137,Damenfahrrad,1199,28.05.2022,20,29.05.2022,19,3601142
23138,Herrenfahrrad,900,29.05.2022,18,30.05.2022,7,12500927
23139,Damenfahrrad,499,29.05.2022,17,30.05.2022,9,3601139
23140,Herrenfahrrad,999,28.05.2022,18,30.05.2022,14,2400623
23141,Mountainbike,388,27.05.2022,15,30.05.2022,7,8100312
23142,Herrenfahrrad,1115,29.05.2022,20,30.05.2022,12,6100204
23143,Kinderfahrrad,679,30.05.2022,9,30.05.2022,15,6200313
23144,Herrenfahrrad,434,27.05.2022,17,29.05.2022,15,7100103
23145,Rennrad,1700,27.05.2022,15,27.05.2022,17,3601451
23146,Damenfahrrad,500,27.05.2022,22,30.05.2022,8,3100102
23147,Damenfahrrad,580,25.05.2022,18,27.05.2022,19,12500825
23148,Rennrad,1000,23.05.2022,14,23.05.2022,14,2200207
23149,Herrenfahrrad,1750,30.05.2022,6,30.05.2022,12,8100415
23150,Herrenfahrrad,1080,29.05.2022,16,29.05.2022,19,1100102
23151,Herrenfahrrad,600,29.05.2022,21,29.05.2022,22,1200522
23152,Mountainbike,1200,30.05.2022,13,30.05.2022,13,6400737
23153,Herrenfahrrad,420,30.05.2022,17,30.05.2022,18,2500835
23154,Herrenfahrrad,500,27.05.2022,21,30.05.2022,19,3500934
23155,Rennrad,1700,30.05.2022,20,30.05.2022,20,8100521
23156,Damenfahrrad,2499,29.05.2022,10,29.05.2022,17,9100101
23157,Herrenfahrrad,240,28.05.2022,2,28.05.2022,10,2500836
23158,Herrenfahrrad,670,29.05.2022,18,30.05.2022,7,4300620
23159,Damenfahrrad,225,28.05.2022,18,28.05.2022,19,3400722
23160,Rennrad,1800,29.05.2022,16,30.05.2022,9,3601142
23161,Herrenfahrrad,2700,28.05.2022,6,29.05.2022,12,2500834
23162,Damenfahrrad,750,26.05.2022,15,27.05.2022,11,4500937
23163,Fahrrad,150,27.05.2022,22,29.05.2022,22,4300413
23164,Damenfahrrad,889,28.05.2022,12,30.05.2022,18,9200613
23165,Herrenfahrrad,1165,29.05.2022,18,30.05.2022,6,3701554
23166,Herrenfahrrad,1030,30.05.2022,7,30.05.2022,13,7100205
23167,Mountainbike,478,23.05.2022,8,26.05.2022,0,1200629
23168,Damenfahrrad,400,28.05.2022,18,28.05.2022,19,8100418
23169,Damenfahrrad,859,29.05.2022,17,30.05.2022,8,4300620
23170,Herrenfahrrad,388,29.05.2022,9,29.05.2022,20,5200634
23171,Damenfahrrad,1939,26.05.2022,8,27.05.2022,10,11401033
23172,Damenfahrrad,300,29.05.2022,18,30.05.2022,8,11200514
23173,Damenfahrrad,104,28.05.2022,13,30.05.2022,7,4501148
23174,Damenfahrrad,3289,28.05.2022,17,30.05.2022,8,7400823
23175,Rennrad,500,27.05.2022,15,30.05.2022,12,6300526
23176,Herrenfahrrad,1011,27.05.2022,18,30.05.2022,12,4500939
23177,Mountainbike,61,29.05.2022,18,30.05.2022,7,9200613
23178,Damenfahrrad,309,30.05.2022,8,30.05.2022,13,10100316
23179,Fahrrad,530,29.05.2022,17,30.05.2022,10,3400723
23180,Herrenfahrrad,3050,30.05.2022,9,30.05.2022,17,1100102
23181,Fahrrad,202,13.05.2022,13,13.05.2022,17,2100106
23182,Damenfahrrad,999,30.05.2022,7,30.05.2022,20,3200309
23183,Herrenfahrrad,736,29.05.2022,21,30.05.2022,8,3601142
23184,Damenfahrrad,60,30.05.2022,13,30.05.2022,21,4501042
23185,Damenfahrrad,400,29.05.2022,10,30.05.2022,7,3400724
23186,Fahrrad,2208,28.05.2022,16,28.05.2022,19,3300412
23187,diverse Fahrräder,904,28.05.2022,0,29.05.2022,21,5100314
23188,Herrenfahrrad,1200,30.05.2022,15,30.05.2022,15,2100101
23189,Herrenfahrrad,610,26.05.2022,10,26.05.2022,18,3400723
23190,Herrenfahrrad,749,29.05.2022,12,29.05.2022,17,1400940
23191,Herrenfahrrad,1070,30.05.2022,7,30.05.2022,16,1100308
23192,Herrenfahrrad,1400,30.05.2022,11,30.05.2022,13,9401330
23193,Herrenfahrrad,1643,26.05.2022,19,27.05.2022,9,4300517
23194,Herrenfahrrad,424,28.05.2022,14,29.05.2022,12,3100102
23195,Fahrrad,2050,30.05.2022,12,30.05.2022,12,2300314
23196,Herrenfahrrad,2799,16.05.2022,18,17.05.2022,8,1300733
23197,Fahrrad,3273,28.05.2022,14,30.05.2022,15,5200528
23198,Herrenfahrrad,500,30.05.2022,3,30.05.2022,3,8100415
23199,Damenfahrrad,200,24.05.2022,14,25.05.2022,9,10100315
23200,Mountainbike,1000,29.05.2022,23,30.05.2022,8,1100103
23201,Herrenfahrrad,800,20.05.2022,7,22.05.2022,9,3400721
23202,Damenfahrrad,500,25.05.2022,18,25.05.2022,18,2200210
23203,Herrenfahrrad,221,18.05.2022,7,19.05.2022,7,8100207
23204,Damenfahrrad,1250,28.05.2022,10,30.05.2022,8,3400619
23205,Damenfahrrad,500,26.05.2022,18,27.05.2022,8,7100103
23206,diverse Fahrräder,1600,24.05.2022,7,24.05.2022,14,3300412
23207,Herrenfahrrad,399,30.05.2022,8,30.05.2022,16,11300722
23208,Damenfahrrad,600,29.05.2022,10,29.05.2022,18,3500935
23209,Fahrrad,1000,29.05.2022,12,30.05.2022,7,4300620
23210,Herrenfahrrad,1044,30.05.2022,9,30.05.2022,18,1100310
23211,diverse Fahrräder,1,28.05.2022,23,28.05.2022,23,6100103
23212,Herrenfahrrad,1699,27.05.2022,8,29.05.2022,12,2300419
23213,Damenfahrrad,1098,28.05.2022,10,28.05.2022,10,4300623
23214,Herrenfahrrad,700,26.05.2022,22,28.05.2022,15,9200613
23215,Kinderfahrrad,248,27.05.2022,17,29.05.2022,9,7100103
23216,Mountainbike,440,27.05.2022,13,27.05.2022,21,12400720
23217,Fahrrad,3500,28.05.2022,13,29.05.2022,19,1200624
23218,Rennrad,1500,29.05.2022,1,29.05.2022,1,4300517
23219,Damenfahrrad,500,28.05.2022,16,29.05.2022,12,4500938
23220,Herrenfahrrad,490,28.05.2022,17,28.05.2022,18,3100103
23221,Damenfahrrad,1172,28.05.2022,19,29.05.2022,10,3500933
23222,Mountainbike,500,12.05.2022,8,12.05.2022,12,12100204
23223,Herrenfahrrad,350,26.05.2022,20,29.05.2022,12,6200312
23224,Herrenfahrrad,1399,23.05.2022,18,23.05.2022,20,2200207
23225,Rennrad,900,26.05.2022,13,28.05.2022,20,3400826
23226,diverse Fahrräder,20,29.05.2022,14,29.05.2022,14,3100101
23227,Kinderfahrrad,200,29.05.2022,10,29.05.2022,10,1401047
23228,Herrenfahrrad,500,28.05.2022,16,29.05.2022,14,8100206
23229,Herrenfahrrad,904,28.05.2022,22,29.05.2022,10,12500927
23230,Herrenfahrrad,748,27.05.2022,18,29.05.2022,9,11400928
23231,Herrenfahrrad,679,24.05.2022,17,24.05.2022,23,4300622
23232,Herrenfahrrad,1500,28.05.2022,14,28.05.2022,14,9501939
23233,Damenfahrrad,764,28.05.2022,12,28.05.2022,12,8100314
23234,Kinderfahrrad,500,25.05.2022,12,25.05.2022,16,7300517
23235,Herrenfahrrad,1700,26.05.2022,15,26.05.2022,17,1100102
23236,Herrenfahrrad,2700,28.05.2022,19,29.05.2022,12,4400835
23237,Herrenfahrrad,548,28.05.2022,18,29.05.2022,12,3601245
23238,Kinderfahrrad,399,28.02.2022,12,28.02.2022,12,6200422
23239,Herrenfahrrad,1015,28.05.2022,10,29.05.2022,19,1400942
23240,Herrenfahrrad,550,24.05.2022,16,25.05.2022,6,9300923
